Post Index: 2 | Diff: 0.82 | Level: HIGH
Post Index: 8486 | Diff: 0.81 | Level: HIGH
Post Index: 8488 | Diff: 0.95 | Level: HIGH
Post Index: 8489 | Diff: 0.58 | Level: MED
Post Index: 8491 | Diff: 0.70 | Level: MED
Post Index: 8492 | Diff: 0.87 | Level: HIGH
Post Index: 8499 | Diff: 0.85 | Level: HIGH
Post Index: 8502 | Diff: 0.64 | Level: MED
Post Index: 8504 | Diff: 0.56 | Level: MED
Post Index: 8505 | Diff: 0.34 | Level: LOW
Post Index: 8506 | Diff: 0.76 | Level: HIGH
Post Index: 8510 | Diff: 0.95 | Level: HIGH
Post Index: 8512 | Diff: 0.76 | Level: HIGH
Post Index: 8513 | Diff: 0.97 | Level: HIGH
Post Index: 8514 | Diff: 0.85 | Level: HIGH
Post Index: 8516 | Diff: 0.73 | Level: HIGH
Post Index: 8517 | Diff: 0.73 | Level: HIGH
Post Index: 8519 | Diff: 0.86 | Level: HIGH
Post Index: 8520 | Diff: 0.87 | Level: HIGH
Post Index: 8522 | Diff: 0.93 | Level: HIGH
Post Index: 8524 | Diff: 0.58 | Level: MED
Post Index: 8529 | Diff: 0.88 | Level: HIGH
Post Index: 8530 | Diff: 0.83 | Level: HIGH
Post Index: 8531 | Diff: 0.87 | Level: HIGH
Post Index: 8533 | Diff: 0.38 | Level: LOW
Post Index: 8540 | Diff: 0.95 | Level: HIGH
Post Index: 8542 | Diff: 0.84 | Level: HIGH
Post Index: 8548 | Diff: 0.50 | Level: MED
Post Index: 8550 | Diff: 0.86 | Level: HIGH
Post Index: 8551 | Diff: 0.91 | Level: HIGH
Post Index: 8556 | Diff: 0.54 | Level: MED
Post Index: 8557 | Diff: 0.78 | Level: HIGH
Post Index: 8558 | Diff: 0.65 | Level: MED
Post Index: 8559 | Diff: 0.68 | Level: MED
Post Index: 8561 | Diff: 0.68 | Level: MED
Post Index: 8563 | Diff: 0.84 | Level: HIGH
Post Index: 8564 | Diff: 0.34 | Level: LOW
Post Index: 8567 | Diff: 0.52 | Level: MED
Post Index: 8568 | Diff: 0.95 | Level: HIGH
Post Index: 8569 | Diff: 0.30 | Level: LOW
Post Index: 8572 | Diff: 0.81 | Level: HIGH
Post Index: 8575 | Diff: 0.97 | Level: HIGH
Post Index: 8579 | Diff: 0.77 | Level: HIGH
Post Index: 8583 | Diff: 0.74 | Level: HIGH
Post Index: 8586 | Diff: 0.95 | Level: HIGH
Post Index: 8592 | Diff: 0.84 | Level: HIGH
Post Index: 8593 | Diff: 0.84 | Level: HIGH
Post Index: 8598 | Diff: 0.91 | Level: HIGH
Post Index: 8600 | Diff: 0.83 | Level: HIGH
Post Index: 8603 | Diff: 0.89 | Level: HIGH
Post Index: 8604 | Diff: 0.85 | Level: HIGH
Post Index: 8606 | Diff: 0.86 | Level: HIGH
Post Index: 8611 | Diff: 0.88 | Level: HIGH
Post Index: 8612 | Diff: 0.89 | Level: HIGH
Post Index: 8613 | Diff: 0.94 | Level: HIGH
Post Index: 8614 | Diff: 0.92 | Level: HIGH
Post Index: 8617 | Diff: 1.71 | Level: HIGH
Post Index: 8618 | Diff: 0.76 | Level: HIGH
Post Index: 8623 | Diff: 0.91 | Level: HIGH
Post Index: 8624 | Diff: 0.73 | Level: HIGH
Post Index: 8630 | Diff: 0.87 | Level: HIGH
Post Index: 8634 | Diff: 0.65 | Level: MED
Post Index: 8638 | Diff: 0.92 | Level: HIGH
Post Index: 8640 | Diff: 0.61 | Level: MED
Post Index: 8646 | Diff: 1.90 | Level: HIGH
Post Index: 8658 | Diff: 0.91 | Level: HIGH
Post Index: 8659 | Diff: 0.92 | Level: HIGH
Post Index: 8660 | Diff: 0.57 | Level: MED
Post Index: 8666 | Diff: 1.57 | Level: HIGH
Post Index: 8667 | Diff: 0.94 | Level: HIGH
Post Index: 8673 | Diff: 0.96 | Level: HIGH
Post Index: 8677 | Diff: 0.50 | Level: LOW
Post Index: 8678 | Diff: 0.90 | Level: HIGH
Post Index: 8679 | Diff: 0.84 | Level: HIGH
Post Index: 8680 | Diff: 0.88 | Level: HIGH
Post Index: 8685 | Diff: 0.91 | Level: HIGH
Post Index: 8687 | Diff: 0.87 | Level: HIGH
Post Index: 8691 | Diff: 0.89 | Level: HIGH
Post Index: 8697 | Diff: 0.88 | Level: HIGH
Post Index: 8700 | Diff: 0.75 | Level: HIGH
Post Index: 8702 | Diff: 0.58 | Level: MED
Post Index: 8703 | Diff: 0.77 | Level: HIGH
Post Index: 8707 | Diff: 0.79 | Level: HIGH
Post Index: 8709 | Diff: 0.71 | Level: HIGH
Post Index: 8711 | Diff: 1.71 | Level: HIGH
Post Index: 8713 | Diff: 1.66 | Level: HIGH
Post Index: 8714 | Diff: 0.84 | Level: HIGH
Post Index: 8716 | Diff: 0.74 | Level: HIGH
Post Index: 8717 | Diff: 0.73 | Level: HIGH
Post Index: 8718 | Diff: 0.86 | Level: HIGH
Post Index: 8720 | Diff: 0.91 | Level: HIGH
Post Index: 8725 | Diff: 0.78 | Level: HIGH
Post Index: 8727 | Diff: 0.66 | Level: MED
Post Index: 8730 | Diff: 0.86 | Level: HIGH
Post Index: 8731 | Diff: 0.89 | Level: HIGH
Post Index: 8732 | Diff: 0.85 | Level: HIGH
Post Index: 8737 | Diff: 0.71 | Level: HIGH
Post Index: 8738 | Diff: 0.69 | Level: MED
Post Index: 8745 | Diff: 0.76 | Level: HIGH
Post Index: 8749 | Diff: 0.68 | Level: MED
Post Index: 8755 | Diff: 0.86 | Level: HIGH
Post Index: 8761 | Diff: 0.79 | Level: HIGH
Post Index: 8762 | Diff: 0.75 | Level: HIGH
Post Index: 8764 | Diff: 0.86 | Level: HIGH
Post Index: 8766 | Diff: 0.82 | Level: HIGH
Post Index: 8767 | Diff: 0.78 | Level: HIGH
Post Index: 8768 | Diff: 0.55 | Level: MED
Post Index: 8777 | Diff: 0.76 | Level: HIGH
Post Index: 8780 | Diff: 0.93 | Level: HIGH
Post Index: 8783 | Diff: 0.93 | Level: HIGH
Post Index: 8784 | Diff: 0.98 | Level: HIGH
Post Index: 8785 | Diff: 1.66 | Level: HIGH
Post Index: 8786 | Diff: 0.91 | Level: HIGH
Post Index: 8789 | Diff: 0.77 | Level: HIGH
Post Index: 8790 | Diff: 0.93 | Level: HIGH
Post Index: 8791 | Diff: 0.77 | Level: HIGH
Post Index: 8795 | Diff: 0.86 | Level: HIGH
Post Index: 8801 | Diff: 0.35 | Level: LOW
Post Index: 8806 | Diff: 0.88 | Level: HIGH
Post Index: 8807 | Diff: 0.31 | Level: LOW
Post Index: 8810 | Diff: 0.86 | Level: HIGH
Post Index: 8812 | Diff: 0.69 | Level: MED
Post Index: 8813 | Diff: 0.82 | Level: HIGH
Post Index: 8814 | Diff: 0.82 | Level: HIGH
Post Index: 8816 | Diff: 0.79 | Level: HIGH
Post Index: 8817 | Diff: 0.76 | Level: HIGH
Post Index: 8821 | Diff: 1.48 | Level: HIGH
Post Index: 8822 | Diff: 0.94 | Level: HIGH
Post Index: 8825 | Diff: 0.95 | Level: HIGH
Post Index: 8828 | Diff: 0.99 | Level: HIGH
Post Index: 8829 | Diff: 0.88 | Level: HIGH
Post Index: 8833 | Diff: 0.79 | Level: HIGH
Post Index: 8835 | Diff: 0.63 | Level: MED
Post Index: 8836 | Diff: 0.85 | Level: HIGH
Post Index: 8837 | Diff: 0.95 | Level: HIGH
Post Index: 8838 | Diff: 0.91 | Level: HIGH
Post Index: 8841 | Diff: 0.67 | Level: MED
Post Index: 8842 | Diff: 0.34 | Level: LOW
Post Index: 8851 | Diff: 0.81 | Level: HIGH
Post Index: 8852 | Diff: 0.30 | Level: LOW
Post Index: 8853 | Diff: 0.98 | Level: HIGH
Post Index: 8855 | Diff: 0.98 | Level: HIGH
Post Index: 8858 | Diff: 0.60 | Level: MED
Post Index: 8861 | Diff: 0.63 | Level: MED
Post Index: 8863 | Diff: 0.73 | Level: HIGH
Post Index: 8865 | Diff: 0.92 | Level: HIGH
Post Index: 8866 | Diff: 0.74 | Level: HIGH
Post Index: 8867 | Diff: 0.52 | Level: MED
Post Index: 8871 | Diff: 0.70 | Level: MED
Post Index: 8877 | Diff: 0.90 | Level: HIGH
Post Index: 8878 | Diff: 0.90 | Level: HIGH
Post Index: 8879 | Diff: 0.94 | Level: HIGH
Post Index: 8881 | Diff: 0.81 | Level: HIGH
Post Index: 8883 | Diff: 0.89 | Level: HIGH
Post Index: 8885 | Diff: 0.72 | Level: HIGH
Post Index: 8886 | Diff: 0.96 | Level: HIGH
Post Index: 8887 | Diff: 0.88 | Level: HIGH
Post Index: 8889 | Diff: 0.87 | Level: HIGH
Post Index: 8892 | Diff: 0.91 | Level: HIGH
Post Index: 8895 | Diff: 0.74 | Level: HIGH
Post Index: 8896 | Diff: 0.99 | Level: HIGH
Post Index: 8900 | Diff: 1.56 | Level: HIGH
Post Index: 8901 | Diff: 0.95 | Level: HIGH
Post Index: 8903 | Diff: 0.53 | Level: MED
Post Index: 8906 | Diff: 0.85 | Level: HIGH
Post Index: 8915 | Diff: 0.98 | Level: HIGH
Post Index: 8917 | Diff: 0.95 | Level: HIGH
Post Index: 8918 | Diff: 0.86 | Level: HIGH
Post Index: 8922 | Diff: 0.59 | Level: MED
Post Index: 8923 | Diff: 0.53 | Level: MED
Post Index: 8927 | Diff: 0.77 | Level: HIGH
Post Index: 8928 | Diff: 0.77 | Level: HIGH
Post Index: 8929 | Diff: 0.92 | Level: HIGH
Post Index: 8930 | Diff: 0.94 | Level: HIGH
Post Index: 8937 | Diff: 0.87 | Level: HIGH
Post Index: 8938 | Diff: 0.87 | Level: HIGH
Post Index: 8941 | Diff: 0.91 | Level: HIGH
Post Index: 8942 | Diff: 0.93 | Level: HIGH
Post Index: 8948 | Diff: 0.71 | Level: HIGH
Post Index: 8954 | Diff: 0.95 | Level: HIGH
Post Index: 8955 | Diff: 0.94 | Level: HIGH
Post Index: 8957 | Diff: 0.83 | Level: HIGH
Post Index: 8959 | Diff: 0.63 | Level: MED
Post Index: 8961 | Diff: 0.89 | Level: HIGH
Post Index: 8963 | Diff: 0.56 | Level: MED
Post Index: 8964 | Diff: 0.84 | Level: HIGH
Post Index: 8967 | Diff: 0.93 | Level: HIGH
Post Index: 8968 | Diff: 0.86 | Level: HIGH
Post Index: 8970 | Diff: 0.65 | Level: MED
Post Index: 8971 | Diff: 0.65 | Level: MED
Post Index: 8972 | Diff: 0.94 | Level: HIGH
Post Index: 8973 | Diff: 0.94 | Level: HIGH
Post Index: 8975 | Diff: 0.55 | Level: MED
Post Index: 8977 | Diff: 0.93 | Level: HIGH
Post Index: 8978 | Diff: 0.87 | Level: HIGH
Post Index: 8980 | Diff: 0.85 | Level: HIGH
Post Index: 8981 | Diff: 0.86 | Level: HIGH
Post Index: 8985 | Diff: 0.78 | Level: HIGH
Post Index: 8988 | Diff: 0.80 | Level: HIGH
Post Index: 8994 | Diff: 0.75 | Level: HIGH
Post Index: 8997 | Diff: 0.96 | Level: HIGH
Post Index: 8998 | Diff: 0.98 | Level: HIGH
Post Index: 9000 | Diff: 0.93 | Level: HIGH
Post Index: 9001 | Diff: 0.57 | Level: MED
Post Index: 9003 | Diff: 0.96 | Level: HIGH
Post Index: 9004 | Diff: 0.56 | Level: MED
Post Index: 9008 | Diff: 0.85 | Level: HIGH
Post Index: 9010 | Diff: 0.82 | Level: HIGH
Post Index: 9011 | Diff: 0.66 | Level: MED
Post Index: 9014 | Diff: 0.88 | Level: HIGH
Post Index: 9016 | Diff: 0.88 | Level: HIGH
Post Index: 9018 | Diff: 0.88 | Level: HIGH
Post Index: 9020 | Diff: 0.58 | Level: MED
Post Index: 9022 | Diff: 0.91 | Level: HIGH
Post Index: 9023 | Diff: 0.91 | Level: HIGH
Post Index: 9025 | Diff: 0.68 | Level: MED
Post Index: 9028 | Diff: 0.76 | Level: HIGH
Post Index: 9031 | Diff: 0.99 | Level: HIGH
Post Index: 9033 | Diff: 0.70 | Level: MED
Post Index: 9040 | Diff: 0.82 | Level: HIGH
Post Index: 9041 | Diff: 0.94 | Level: HIGH
Post Index: 9042 | Diff: 0.80 | Level: HIGH
Post Index: 9043 | Diff: 0.89 | Level: HIGH
Post Index: 9046 | Diff: 0.85 | Level: HIGH
Post Index: 9047 | Diff: 0.82 | Level: HIGH
Post Index: 9048 | Diff: 0.94 | Level: HIGH
Post Index: 9049 | Diff: 0.98 | Level: HIGH
Post Index: 9050 | Diff: 0.95 | Level: HIGH
Post Index: 9051 | Diff: 1.88 | Level: HIGH
Post Index: 9054 | Diff: 0.88 | Level: HIGH
Post Index: 9058 | Diff: 0.86 | Level: HIGH
Post Index: 9060 | Diff: 0.54 | Level: MED
Post Index: 9061 | Diff: 0.88 | Level: HIGH
Post Index: 9062 | Diff: 0.92 | Level: HIGH
Post Index: 9063 | Diff: 0.83 | Level: HIGH
Post Index: 9064 | Diff: 0.88 | Level: HIGH
Post Index: 9065 | Diff: 0.90 | Level: HIGH
Post Index: 9067 | Diff: 0.86 | Level: HIGH
Post Index: 9068 | Diff: 0.80 | Level: HIGH
Post Index: 9069 | Diff: 0.68 | Level: MED
Post Index: 9070 | Diff: 0.89 | Level: HIGH
Post Index: 9072 | Diff: 0.92 | Level: HIGH
Post Index: 9073 | Diff: 0.92 | Level: HIGH
Post Index: 9077 | Diff: 0.80 | Level: HIGH
Post Index: 9080 | Diff: 0.63 | Level: MED
Post Index: 9082 | Diff: 0.94 | Level: HIGH
Post Index: 9084 | Diff: 0.72 | Level: HIGH
Post Index: 9086 | Diff: 0.91 | Level: HIGH
Post Index: 9087 | Diff: 0.74 | Level: HIGH
Post Index: 9088 | Diff: 0.89 | Level: HIGH
Post Index: 9089 | Diff: 0.90 | Level: HIGH
Post Index: 9090 | Diff: 0.88 | Level: HIGH
Post Index: 9100 | Diff: 0.79 | Level: HIGH
Post Index: 9103 | Diff: 1.67 | Level: HIGH
Post Index: 9104 | Diff: 0.53 | Level: MED
Post Index: 9105 | Diff: 0.60 | Level: MED
Post Index: 9108 | Diff: 0.92 | Level: HIGH
Post Index: 9109 | Diff: 0.81 | Level: HIGH
Post Index: 9113 | Diff: 0.99 | Level: HIGH
Post Index: 9115 | Diff: 0.55 | Level: MED
Post Index: 9116 | Diff: 0.94 | Level: HIGH
Post Index: 9117 | Diff: 0.71 | Level: HIGH
Post Index: 9118 | Diff: 0.70 | Level: HIGH
Post Index: 9120 | Diff: 0.87 | Level: HIGH
Post Index: 9122 | Diff: 0.61 | Level: MED
Post Index: 9123 | Diff: 0.72 | Level: HIGH
Post Index: 9127 | Diff: 1.55 | Level: HIGH
Post Index: 9128 | Diff: 0.80 | Level: HIGH
Post Index: 9129 | Diff: 0.91 | Level: HIGH
Post Index: 9131 | Diff: 0.32 | Level: LOW
Post Index: 9132 | Diff: 0.92 | Level: HIGH
Post Index: 9136 | Diff: 0.88 | Level: HIGH
Post Index: 9146 | Diff: 0.81 | Level: HIGH
Post Index: 9151 | Diff: 0.71 | Level: HIGH
Post Index: 9153 | Diff: 0.55 | Level: MED
Post Index: 9155 | Diff: 0.84 | Level: HIGH
Post Index: 9156 | Diff: 0.79 | Level: HIGH
Post Index: 9158 | Diff: 0.73 | Level: HIGH
Post Index: 9161 | Diff: 0.56 | Level: MED
Post Index: 9162 | Diff: 0.57 | Level: MED
Post Index: 9163 | Diff: 0.66 | Level: MED
Post Index: 9164 | Diff: 0.82 | Level: HIGH
Post Index: 9169 | Diff: 0.88 | Level: HIGH
Post Index: 9170 | Diff: 0.92 | Level: HIGH
Post Index: 9176 | Diff: 0.98 | Level: HIGH
Post Index: 9177 | Diff: 0.66 | Level: MED
Post Index: 9178 | Diff: 0.94 | Level: HIGH
Post Index: 9182 | Diff: 0.98 | Level: HIGH
Post Index: 9183 | Diff: 0.55 | Level: MED
Post Index: 9185 | Diff: 0.56 | Level: MED
Post Index: 9188 | Diff: 0.78 | Level: HIGH
Post Index: 9189 | Diff: 0.83 | Level: HIGH
Post Index: 9190 | Diff: 0.52 | Level: MED
Post Index: 9193 | Diff: 0.88 | Level: HIGH
Post Index: 9194 | Diff: 0.77 | Level: HIGH
Post Index: 9195 | Diff: 0.89 | Level: HIGH
Post Index: 9196 | Diff: 0.89 | Level: HIGH
Post Index: 9197 | Diff: 0.91 | Level: HIGH
Post Index: 9198 | Diff: 0.90 | Level: HIGH
Post Index: 9201 | Diff: 0.99 | Level: HIGH
Post Index: 9204 | Diff: 0.89 | Level: HIGH
Post Index: 9213 | Diff: 0.52 | Level: MED
Post Index: 9215 | Diff: 0.85 | Level: HIGH
Post Index: 9216 | Diff: 0.85 | Level: HIGH
Post Index: 9218 | Diff: 0.67 | Level: MED
Post Index: 9220 | Diff: 0.90 | Level: HIGH
Post Index: 9225 | Diff: 0.82 | Level: HIGH
Post Index: 9228 | Diff: 0.97 | Level: HIGH
Post Index: 9229 | Diff: 0.82 | Level: HIGH
Post Index: 9233 | Diff: 0.85 | Level: HIGH
Post Index: 9236 | Diff: 0.65 | Level: MED
Post Index: 9239 | Diff: 0.86 | Level: HIGH
Post Index: 9241 | Diff: 0.88 | Level: HIGH
Post Index: 9242 | Diff: 0.73 | Level: HIGH
Post Index: 9246 | Diff: 0.74 | Level: HIGH
Post Index: 9251 | Diff: 0.85 | Level: HIGH
Post Index: 9252 | Diff: 0.81 | Level: HIGH
Post Index: 9254 | Diff: 0.90 | Level: HIGH
Post Index: 9258 | Diff: 0.45 | Level: LOW
Post Index: 9261 | Diff: 0.84 | Level: HIGH
Post Index: 9264 | Diff: 0.90 | Level: HIGH
Post Index: 9265 | Diff: 0.87 | Level: HIGH
Post Index: 9267 | Diff: 0.86 | Level: HIGH
Post Index: 9274 | Diff: 0.88 | Level: HIGH
Post Index: 9275 | Diff: 0.81 | Level: HIGH
Post Index: 9279 | Diff: 0.82 | Level: HIGH
Post Index: 9283 | Diff: 0.56 | Level: MED
Post Index: 9285 | Diff: 0.87 | Level: HIGH
Post Index: 9287 | Diff: 0.88 | Level: HIGH
Post Index: 9289 | Diff: 0.66 | Level: MED
Post Index: 9290 | Diff: 0.76 | Level: HIGH
Post Index: 9292 | Diff: 0.93 | Level: HIGH
Post Index: 9293 | Diff: 0.78 | Level: HIGH
Post Index: 9294 | Diff: 0.90 | Level: HIGH
Post Index: 9296 | Diff: 0.97 | Level: HIGH
Post Index: 9299 | Diff: 0.91 | Level: HIGH
Post Index: 9304 | Diff: 0.87 | Level: HIGH
Post Index: 9305 | Diff: 0.90 | Level: HIGH
Post Index: 9308 | Diff: 0.89 | Level: HIGH
Post Index: 9310 | Diff: 0.91 | Level: HIGH
Post Index: 9312 | Diff: 0.96 | Level: HIGH
Post Index: 9315 | Diff: 0.30 | Level: LOW
Post Index: 9317 | Diff: 0.83 | Level: HIGH
Post Index: 9318 | Diff: 0.47 | Level: LOW
Post Index: 9319 | Diff: 1.86 | Level: HIGH
Post Index: 9321 | Diff: 0.84 | Level: HIGH
Post Index: 9322 | Diff: 0.98 | Level: HIGH
Post Index: 9323 | Diff: 0.91 | Level: HIGH
Post Index: 9325 | Diff: 0.95 | Level: HIGH
Post Index: 9326 | Diff: 0.90 | Level: HIGH
Post Index: 9327 | Diff: 1.81 | Level: HIGH
Post Index: 9329 | Diff: 0.72 | Level: HIGH
Post Index: 9330 | Diff: 0.93 | Level: HIGH
Post Index: 9331 | Diff: 0.85 | Level: HIGH
Post Index: 9332 | Diff: 0.76 | Level: HIGH
Post Index: 9334 | Diff: 0.94 | Level: HIGH
Post Index: 9335 | Diff: 0.64 | Level: MED
Post Index: 9342 | Diff: 0.73 | Level: HIGH
Post Index: 9343 | Diff: 0.92 | Level: HIGH
Post Index: 9344 | Diff: 0.64 | Level: MED
Post Index: 9345 | Diff: 0.66 | Level: MED
Post Index: 9346 | Diff: 0.83 | Level: HIGH
Post Index: 9348 | Diff: 0.78 | Level: HIGH
Post Index: 9349 | Diff: 0.82 | Level: HIGH
Post Index: 9353 | Diff: 0.77 | Level: HIGH
Post Index: 9355 | Diff: 0.81 | Level: HIGH
Post Index: 9358 | Diff: 0.73 | Level: HIGH
Post Index: 9359 | Diff: 0.94 | Level: HIGH
Post Index: 9360 | Diff: 0.89 | Level: HIGH
Post Index: 9362 | Diff: 1.26 | Level: HIGH
Post Index: 9364 | Diff: 0.88 | Level: HIGH
Post Index: 9366 | Diff: 0.86 | Level: HIGH
Post Index: 9368 | Diff: 0.91 | Level: HIGH
Post Index: 9369 | Diff: 0.66 | Level: MED
Post Index: 9371 | Diff: 0.91 | Level: HIGH
Post Index: 9374 | Diff: 0.95 | Level: HIGH
Post Index: 9376 | Diff: 0.88 | Level: HIGH
Post Index: 9377 | Diff: 0.90 | Level: HIGH
Post Index: 9379 | Diff: 0.76 | Level: HIGH
Post Index: 9381 | Diff: 0.91 | Level: HIGH
Post Index: 9383 | Diff: 0.62 | Level: MED
Post Index: 9384 | Diff: 0.95 | Level: HIGH
Post Index: 9385 | Diff: 0.86 | Level: HIGH
Post Index: 9387 | Diff: 0.63 | Level: MED
Post Index: 9390 | Diff: 0.67 | Level: MED
Post Index: 9391 | Diff: 0.93 | Level: HIGH
Post Index: 9392 | Diff: 0.67 | Level: MED
Post Index: 9395 | Diff: 0.92 | Level: HIGH
Post Index: 9400 | Diff: 0.86 | Level: HIGH
Post Index: 9401 | Diff: 0.31 | Level: LOW
Post Index: 9402 | Diff: 0.68 | Level: MED
Post Index: 9404 | Diff: 0.73 | Level: HIGH
Post Index: 9405 | Diff: 0.72 | Level: HIGH
Post Index: 9409 | Diff: 0.64 | Level: MED
Post Index: 9410 | Diff: 0.89 | Level: HIGH
Post Index: 9411 | Diff: 0.80 | Level: HIGH
Post Index: 9413 | Diff: 0.79 | Level: HIGH
Post Index: 9415 | Diff: 0.89 | Level: HIGH
Post Index: 9416 | Diff: 0.96 | Level: HIGH
Post Index: 9418 | Diff: 0.88 | Level: HIGH
Post Index: 9419 | Diff: 0.82 | Level: HIGH
Post Index: 9421 | Diff: 0.63 | Level: MED
Post Index: 9426 | Diff: 1.56 | Level: HIGH
Post Index: 9428 | Diff: 0.73 | Level: HIGH
Post Index: 9429 | Diff: 0.63 | Level: MED
Post Index: 9432 | Diff: 0.84 | Level: HIGH
Post Index: 9434 | Diff: 0.88 | Level: HIGH
Post Index: 9436 | Diff: 0.84 | Level: HIGH
Post Index: 9439 | Diff: 0.83 | Level: HIGH
Post Index: 9443 | Diff: 0.59 | Level: MED
Post Index: 9444 | Diff: 0.93 | Level: HIGH
Post Index: 9445 | Diff: 1.73 | Level: HIGH
Post Index: 9446 | Diff: 0.31 | Level: LOW
Post Index: 9447 | Diff: 0.75 | Level: HIGH
Post Index: 9448 | Diff: 0.59 | Level: MED
Post Index: 9450 | Diff: 0.60 | Level: MED
Post Index: 9452 | Diff: 0.32 | Level: LOW
Post Index: 9453 | Diff: 0.92 | Level: HIGH
Post Index: 9454 | Diff: 0.92 | Level: HIGH
Post Index: 9455 | Diff: 0.91 | Level: HIGH
Post Index: 9457 | Diff: 0.64 | Level: MED
Post Index: 9458 | Diff: 0.93 | Level: HIGH
Post Index: 9459 | Diff: 0.96 | Level: HIGH
Post Index: 9464 | Diff: 0.97 | Level: HIGH
Post Index: 9469 | Diff: 0.89 | Level: HIGH
Post Index: 9475 | Diff: 0.61 | Level: MED
Post Index: 9476 | Diff: 0.93 | Level: HIGH
Post Index: 9477 | Diff: 0.99 | Level: HIGH
Post Index: 9483 | Diff: 0.82 | Level: HIGH
Post Index: 9487 | Diff: 0.50 | Level: LOW
Post Index: 9491 | Diff: 0.88 | Level: HIGH
Post Index: 9495 | Diff: 0.51 | Level: MED
Post Index: 9497 | Diff: 0.75 | Level: HIGH
Post Index: 9498 | Diff: 0.88 | Level: HIGH
Post Index: 9501 | Diff: 0.92 | Level: HIGH
Post Index: 9504 | Diff: 0.73 | Level: HIGH
Post Index: 9506 | Diff: 0.72 | Level: HIGH
Post Index: 9509 | Diff: 0.53 | Level: MED
Post Index: 9512 | Diff: 0.65 | Level: MED
Post Index: 9513 | Diff: 0.62 | Level: MED
Post Index: 9515 | Diff: 0.33 | Level: LOW
Post Index: 9516 | Diff: 1.79 | Level: HIGH
Post Index: 9520 | Diff: 0.69 | Level: MED
Post Index: 9521 | Diff: 0.97 | Level: HIGH
Post Index: 9524 | Diff: 0.81 | Level: HIGH
Post Index: 9526 | Diff: 0.94 | Level: HIGH
Post Index: 9527 | Diff: 0.54 | Level: MED
Post Index: 9528 | Diff: 0.51 | Level: MED
Post Index: 9532 | Diff: 0.68 | Level: MED
Post Index: 9534 | Diff: 0.69 | Level: MED
Post Index: 9543 | Diff: 0.83 | Level: HIGH
Post Index: 9545 | Diff: 0.97 | Level: HIGH
Post Index: 9547 | Diff: 0.50 | Level: LOW
Post Index: 9553 | Diff: 0.59 | Level: MED
Post Index: 9554 | Diff: 0.88 | Level: HIGH
Post Index: 9559 | Diff: 0.94 | Level: HIGH
Post Index: 9564 | Diff: 0.96 | Level: HIGH
Post Index: 9566 | Diff: 0.98 | Level: HIGH
Post Index: 9568 | Diff: 0.60 | Level: MED
Post Index: 9576 | Diff: 0.94 | Level: HIGH
Post Index: 9579 | Diff: 0.99 | Level: HIGH
Post Index: 9582 | Diff: 0.89 | Level: HIGH
Post Index: 9584 | Diff: 0.82 | Level: HIGH
Post Index: 9586 | Diff: 0.80 | Level: HIGH
Post Index: 9588 | Diff: 0.98 | Level: HIGH
Post Index: 9591 | Diff: 0.95 | Level: HIGH
Post Index: 9592 | Diff: 0.76 | Level: HIGH
Post Index: 9597 | Diff: 0.82 | Level: HIGH
Post Index: 9598 | Diff: 0.86 | Level: HIGH
Post Index: 9602 | Diff: 0.65 | Level: MED
Post Index: 9603 | Diff: 0.75 | Level: HIGH
Post Index: 9605 | Diff: 1.84 | Level: HIGH
Post Index: 9608 | Diff: 0.68 | Level: MED
Post Index: 9610 | Diff: 0.69 | Level: MED
Post Index: 9613 | Diff: 0.88 | Level: HIGH
Post Index: 9614 | Diff: 0.99 | Level: HIGH
Post Index: 9620 | Diff: 0.74 | Level: HIGH
Post Index: 9621 | Diff: 0.62 | Level: MED
Post Index: 9624 | Diff: 0.82 | Level: HIGH
Post Index: 9628 | Diff: 0.72 | Level: HIGH
Post Index: 9630 | Diff: 0.79 | Level: HIGH
Post Index: 9633 | Diff: 0.35 | Level: LOW
Post Index: 9636 | Diff: 0.77 | Level: HIGH
Post Index: 9637 | Diff: 0.88 | Level: HIGH
Post Index: 9641 | Diff: 0.76 | Level: HIGH
Post Index: 9645 | Diff: 0.91 | Level: HIGH
Post Index: 9646 | Diff: 0.97 | Level: HIGH
Post Index: 9650 | Diff: 1.44 | Level: HIGH
Post Index: 9651 | Diff: 0.91 | Level: HIGH
Post Index: 9652 | Diff: 0.56 | Level: MED
Post Index: 9656 | Diff: 0.92 | Level: HIGH
Post Index: 9663 | Diff: 0.79 | Level: HIGH
Post Index: 9664 | Diff: 0.53 | Level: MED
Post Index: 9665 | Diff: 0.65 | Level: MED
Post Index: 9669 | Diff: 0.63 | Level: MED
Post Index: 9670 | Diff: 0.42 | Level: LOW
Post Index: 9671 | Diff: 0.88 | Level: HIGH
Post Index: 9672 | Diff: 1.78 | Level: HIGH
Post Index: 9676 | Diff: 0.97 | Level: HIGH
Post Index: 9678 | Diff: 1.60 | Level: HIGH
Post Index: 9681 | Diff: 0.80 | Level: HIGH
Post Index: 9682 | Diff: 0.87 | Level: HIGH
Post Index: 9685 | Diff: 0.46 | Level: LOW
Post Index: 9686 | Diff: 0.77 | Level: HIGH
Post Index: 9687 | Diff: 0.97 | Level: HIGH
Post Index: 9689 | Diff: 0.66 | Level: MED
Post Index: 9690 | Diff: 0.60 | Level: MED
